customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
CUST-1765,Female,0,Yes,No,71,Yes,No,Month-to-month,Yes,Electronic check,24.23,2058.6,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1766,Female,0,Yes,Yes,69,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),28.58,1721.34,Yes,No,Yes,Yes,No,Yes,Yes,0
CUST-1767,Male,0,Yes,No,26,Yes,DSL,Month-to-month,No,Electronic check,32.51,929.21,Yes,Yes,No,Yes,Yes,Yes,Yes,0
CUST-1768,Male,1,Yes,No,46,Yes,No,Month-to-month,Yes,Mailed check,85.75,4567.69,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-1769,Male,0,Yes,Yes,39,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),98.89,4404.24,No,No,Yes,No,Yes,No,No,0
CUST-1770,Male,0,No,No,26,Yes,Fiber optic,Two year,Yes,Mailed check,23.31,660.74,Yes,Yes,No,Yes,No,Yes,No,0
CUST-1771,Male,0,No,Yes,6,Yes,No,Two year,Yes,Electronic check,107.74,617.01,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1772,Male,0,Yes,No,22,Yes,DSL,Month-to-month,Yes,Mailed check,93.35,1966.25,No,Yes,Yes,Yes,No,Yes,No,1
CUST-1773,Female,0,No,No,63,Yes,Fiber optic,One year,No,Mailed check,71.54,3612.17,No,No,Yes,No,Yes,No,Yes,0
CUST-1774,Male,0,Yes,No,28,Yes,No,One year,Yes,Mailed check,117.74,3375.95,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1775,Female,0,No,Yes,60,Yes,DSL,Two year,Yes,Bank transfer (automatic),44.9,3153.98,Yes,No,No,Yes,No,No,Yes,0
CUST-1776,Female,1,Yes,No,43,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),40.16,1669.33,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,1
CUST-1777,Male,0,No,Yes,68,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),51.9,3818.02,Yes,No,No,Yes,No,Yes,No,0
CUST-1778,Female,0,No,No,26,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.17,2136.63,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1779,Female,0,No,No,11,Yes,Fiber optic,Two year,No,Electronic check,57.13,593.17,Yes,No,Yes,No,No,Yes,No,0
CUST-1780,Female,0,Yes,No,16,Yes,DSL,Month-to-month,Yes,Mailed check,101.61,1713.99,No,Yes,Yes,Yes,No,No,Yes,0
CUST-1781,Female,0,No,No,36,Yes,DSL,Month-to-month,No,Mailed check,108.15,3411.73,No,Yes,No,No,Yes,Yes,Yes,0
CUST-1782,Female,0,Yes,No,33,Yes,Fiber optic,Two year,No,Credit card (automatic),115.4,3744.14,No,Yes,Yes,Yes,No,No,No,0
CUST-1783,Female,0,Yes,No,35,Yes,Fiber optic,Month-to-month,No,Electronic check,100.48,4031.36,No,No,No,No,Yes,Yes,No,1
CUST-1784,Male,1,Yes,No,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.37,396.17,No,Yes,Yes,No,No,Yes,No,1
CUST-1785,Female,0,No,No,31,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),79.92,2278.15,Yes,No,Yes,No,Yes,No,No,1
CUST-1786,Female,0,No,No,72,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),36.99,2715.98,No,Yes,Yes,Yes,No,Yes,No,0
CUST-1787,Female,1,Yes,No,21,Yes,DSL,Month-to-month,No,Mailed check,44.7,1027.98,No,Yes,No,No,Yes,No,Yes,0
CUST-1788,Male,0,No,Yes,9,Yes,No,Month-to-month,Yes,Electronic check,118.47,1256.81,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-1789,Female,0,No,Yes,28,Yes,Fiber optic,Month-to-month,Yes,Electronic check,44.51,1462.92,No,No,Yes,No,Yes,No,Yes,0
CUST-1790,Male,1,No,No,10,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),65.17,738.58,Yes,Yes,Yes,Yes,Yes,No,Yes,1
CUST-1791,Female,0,Yes,No,65,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),56.97,3854.85,No,No,Yes,No,No,No,No,0
CUST-1792,Male,1,No,No,55,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.42,4108.71,Yes,Yes,No,No,No,No,Yes,1
CUST-1793,Male,0,No,Yes,57,Yes,No,Two year,Yes,Bank transfer (automatic),51.97,3173.33,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1794,Female,0,Yes,No,51,Yes,Fiber optic,Two year,No,Bank transfer (automatic),86.89,3630.65,Yes,No,No,No,No,Yes,Yes,0
CUST-1795,Female,1,No,Yes,60,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),114.81,7455.74,No,No,Yes,No,Yes,No,No,0
CUST-1796,Male,0,Yes,No,16,Yes,Fiber optic,Two year,Yes,Credit card (automatic),43.61,720.21,No,No,No,No,No,No,No,0
CUST-1797,Female,0,Yes,No,29,Yes,Fiber optic,One year,Yes,Electronic check,55.5,1449.89,No,Yes,Yes,Yes,No,No,Yes,1
CUST-1798,Male,0,Yes,Yes,71,No,DSL,Two year,No,Credit card (automatic),52.64,3664.05,No phone service,Yes,Yes,No,Yes,No,No,0
CUST-1799,Male,1,Yes,No,36,Yes,No,One year,Yes,Credit card (automatic),48.44,1662.08,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-1800,Male,0,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,45.41,152.7,Yes,No,No,No,No,No,Yes,0
CUST-1801,Male,0,Yes,No,25,No,DSL,Two year,No,Electronic check,81.57,2042.42,No phone service,Yes,No,Yes,No,No,No,1
CUST-1802,Male,0,No,Yes,69,Yes,DSL,Month-to-month,No,Mailed check,73.34,5514.7,No,No,Yes,No,No,Yes,No,1
CUST-1803,Female,0,Yes,Yes,0,Yes,Fiber optic,Month-to-month,No,Electronic check,69.37,0.0,No,Yes,No,Yes,No,No,Yes,1
CUST-1804,Male,0,No,Yes,8,Yes,DSL,One year,No,Bank transfer (automatic),98.71,732.16,Yes,Yes,No,No,No,No,Yes,0
CUST-1805,Male,0,No,Yes,70,No,No,Two year,Yes,Bank transfer (automatic),32.98,2716.25,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1806,Female,0,No,Yes,63,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.31,2569.42,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1807,Male,0,No,Yes,23,Yes,DSL,One year,Yes,Credit card (automatic),69.81,1359.61,Yes,Yes,No,No,No,No,No,1
CUST-1808,Female,0,No,No,4,No,DSL,Month-to-month,No,Credit card (automatic),53.8,204.24,No phone service,No,No,Yes,No,Yes,Yes,0
CUST-1809,Female,0,Yes,No,50,Yes,DSL,Two year,Yes,Electronic check,35.72,2016.36,Yes,No,No,No,No,Yes,Yes,0
CUST-1810,Female,0,No,No,37,Yes,DSL,One year,Yes,Mailed check,87.66,3205.91,No,No,Yes,No,No,No,No,0
CUST-1811,Male,1,No,No,28,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),68.11,2261.97,No,No,Yes,Yes,Yes,Yes,No,0
CUST-1812,Male,0,No,No,45,Yes,No,One year,Yes,Mailed check,38.57,1905.92,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1813,Male,0,No,No,51,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),44.82,2682.14,No,No,Yes,Yes,No,No,No,0
CUST-1814,Female,0,No,Yes,45,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.92,4320.02,No,No,No,No,Yes,Yes,No,1
CUST-1815,Male,0,Yes,Yes,67,Yes,DSL,One year,Yes,Mailed check,51.16,3977.75,No,Yes,Yes,No,Yes,No,Yes,0
CUST-1816,Female,0,No,No,58,Yes,No,One year,Yes,Mailed check,38.8,1849.34,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1817,Male,0,Yes,No,9,Yes,No,Month-to-month,No,Credit card (automatic),115.29,1232.6,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1818,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Yes,Mailed check,27.1,80.35,No,Yes,Yes,Yes,No,Yes,No,0
CUST-1819,Male,1,No,No,51,Yes,DSL,Two year,No,Electronic check,33.01,1465.31,Yes,Yes,No,No,Yes,No,No,0
CUST-1820,Male,0,Yes,Yes,17,Yes,No,Month-to-month,Yes,Electronic check,90.34,1826.38,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-1821,Male,0,Yes,No,50,Yes,DSL,Month-to-month,Yes,Electronic check,61.03,2948.0,Yes,No,Yes,No,No,No,No,0
CUST-1822,Female,0,No,No,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.92,1731.14,No,No,No,Yes,No,No,Yes,0
CUST-1823,Female,1,No,No,24,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),73.8,1695.3,No phone service,Yes,No,Yes,No,Yes,Yes,1
CUST-1824,Male,0,No,No,59,No,No,Two year,No,Electronic check,22.29,1432.93,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1825,Male,0,No,No,36,Yes,Fiber optic,Two year,Yes,Electronic check,87.01,3749.04,No,Yes,No,No,Yes,No,Yes,0
CUST-1826,Female,0,No,Yes,67,Yes,No,Month-to-month,No,Electronic check,99.23,7717.37,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-1827,Female,0,Yes,Yes,17,Yes,No,One year,Yes,Mailed check,73.79,1362.92,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1828,Female,0,No,No,28,Yes,DSL,One year,No,Electronic check,49.16,1647.71,No,No,Yes,No,No,Yes,Yes,0
CUST-1829,Male,0,Yes,No,29,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),19.81,625.53,No phone service,No,Yes,No,No,No,No,0
CUST-1830,Female,1,Yes,Yes,6,Yes,DSL,Two year,No,Credit card (automatic),109.37,651.2,Yes,No,No,No,Yes,No,No,0
CUST-1831,Male,1,No,Yes,40,Yes,No,Month-to-month,Yes,Electronic check,89.3,2994.7,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-1832,Female,0,No,No,36,Yes,DSL,Month-to-month,No,Electronic check,22.75,722.81,No,No,No,No,No,Yes,No,0
CUST-1833,Male,1,Yes,No,26,Yes,DSL,Two year,Yes,Electronic check,102.73,3093.48,No,Yes,Yes,No,Yes,Yes,Yes,0
CUST-1834,Female,0,Yes,No,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,23.58,454.05,No,No,Yes,No,No,Yes,No,1
CUST-1835,Female,0,No,No,42,Yes,Fiber optic,Two year,No,Electronic check,89.75,3430.27,Yes,No,Yes,No,No,No,Yes,0
CUST-1836,Female,0,No,No,50,Yes,DSL,One year,Yes,Electronic check,88.0,4246.69,No,No,Yes,Yes,Yes,No,Yes,0
CUST-1837,Female,0,No,Yes,70,Yes,Fiber optic,Month-to-month,Yes,Mailed check,110.32,7116.9,No,No,No,No,No,Yes,No,0
CUST-1838,Female,1,Yes,Yes,12,Yes,No,Month-to-month,No,Mailed check,34.88,348.7,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1839,Male,0,No,No,52,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.26,3213.5,No,Yes,No,No,Yes,No,Yes,1
CUST-1840,Female,0,Yes,No,62,Yes,Fiber optic,One year,Yes,Credit card (automatic),72.99,4865.83,No,Yes,Yes,No,No,No,No,0
CUST-1841,Female,0,Yes,No,56,No,DSL,Month-to-month,No,Mailed check,21.77,1317.31,No phone service,No,Yes,Yes,No,No,No,0
CUST-1842,Female,0,No,No,24,Yes,DSL,One year,No,Credit card (automatic),82.4,1779.8,Yes,No,No,No,Yes,No,No,1
CUST-1843,Male,0,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),43.78,592.91,No,Yes,Yes,No,No,Yes,No,1
CUST-1844,Female,0,Yes,No,36,Yes,Fiber optic,Two year,No,Bank transfer (automatic),51.67,1642.18,No,Yes,No,Yes,Yes,No,No,0
CUST-1845,Male,0,Yes,Yes,29,Yes,Fiber optic,Two year,Yes,Mailed check,42.51,1447.1,No,Yes,No,Yes,Yes,Yes,Yes,0
CUST-1846,Female,1,No,No,11,Yes,Fiber optic,One year,No,Mailed check,23.87,291.82,No,No,No,No,No,Yes,Yes,0
CUST-1847,Female,0,Yes,No,64,Yes,Fiber optic,Two year,Yes,Mailed check,35.0,1852.88,No,No,No,No,No,No,Yes,0
CUST-1848,Male,0,Yes,No,17,Yes,Fiber optic,Month-to-month,Yes,Mailed check,39.08,762.98,Yes,Yes,No,No,Yes,No,No,0
CUST-1849,Female,1,Yes,No,61,Yes,DSL,Month-to-month,Yes,Mailed check,76.27,4871.91,Yes,No,Yes,No,Yes,Yes,Yes,0
CUST-1850,Male,0,Yes,No,23,Yes,No,Month-to-month,No,Bank transfer (automatic),31.81,628.72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1851,Male,0,Yes,Yes,59,Yes,DSL,Month-to-month,Yes,Mailed check,110.78,7442.83,Yes,Yes,No,No,No,No,Yes,0
CUST-1852,Female,0,No,No,16,Yes,Fiber optic,Month-to-month,No,Electronic check,41.54,652.42,Yes,Yes,No,No,No,Yes,No,0
CUST-1853,Male,0,No,No,59,Yes,DSL,Two year,Yes,Electronic check,83.75,3959.67,No,No,No,No,No,No,No,0
CUST-1854,Female,0,No,No,8,Yes,Fiber optic,Two year,No,Credit card (automatic),34.09,231.3,Yes,No,Yes,Yes,Yes,Yes,No,0
CUST-1855,Female,0,No,No,51,Yes,Fiber optic,One year,No,Credit card (automatic),98.16,5666.78,Yes,No,No,No,No,Yes,Yes,0
CUST-1856,Male,0,No,No,14,No,Fiber optic,One year,No,Electronic check,25.44,395.4,No phone service,Yes,No,No,No,No,No,0
CUST-1857,Male,0,No,No,27,Yes,Fiber optic,Month-to-month,No,Electronic check,92.38,2014.78,No,Yes,No,No,No,No,No,1
CUST-1858,Male,0,No,No,8,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),57.76,474.29,No,No,No,Yes,Yes,No,Yes,1
CUST-1859,Male,0,Yes,No,55,Yes,No,One year,Yes,Mailed check,65.03,3903.53,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1860,Female,0,No,Yes,35,Yes,DSL,Month-to-month,No,Electronic check,55.07,1733.95,Yes,Yes,No,No,Yes,Yes,No,1
CUST-1861,Female,0,Yes,No,55,Yes,No,One year,No,Electronic check,58.66,3555.46,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1862,Male,0,No,No,70,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),18.79,1386.25,No,No,Yes,Yes,Yes,Yes,No,0
CUST-1863,Female,0,No,No,19,Yes,Fiber optic,One year,Yes,Electronic check,20.88,344.07,Yes,No,No,No,No,Yes,No,0
CUST-1864,Female,0,No,No,54,Yes,No,Two year,No,Mailed check,98.04,5562.13,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1865,Female,1,No,Yes,59,No,DSL,Month-to-month,No,Mailed check,39.71,1895.58,No phone service,Yes,Yes,Yes,Yes,No,No,0
CUST-1866,Female,0,Yes,No,34,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),79.28,2610.02,No,No,Yes,Yes,No,Yes,No,1
CUST-1867,Male,0,Yes,No,0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.91,0.0,No,No,Yes,No,No,No,Yes,1
CUST-1868,Male,0,Yes,No,44,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),88.4,4635.22,Yes,Yes,Yes,No,Yes,Yes,Yes,1
CUST-1869,Female,1,Yes,No,68,Yes,No,Month-to-month,Yes,Electronic check,78.28,5853.43,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1870,Male,0,Yes,No,39,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),81.44,3740.33,Yes,Yes,No,Yes,Yes,Yes,Yes,0
CUST-1871,Male,0,Yes,No,37,Yes,No,Two year,No,Electronic check,76.69,3381.03,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1872,Male,1,Yes,Yes,23,Yes,No,Month-to-month,No,Electronic check,111.53,2359.8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1873,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,No,Mailed check,85.04,278.18,No,No,No,Yes,No,No,No,0
CUST-1874,Female,0,Yes,No,68,Yes,Fiber optic,Month-to-month,Yes,Electronic check,53.72,4361.8,Yes,No,Yes,No,Yes,Yes,No,0
CUST-1875,Female,0,Yes,No,12,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),54.09,535.93,Yes,No,Yes,No,No,No,Yes,1
CUST-1876,Male,0,Yes,Yes,20,Yes,Fiber optic,Two year,Yes,Electronic check,26.25,475.97,Yes,No,Yes,Yes,Yes,No,No,0
CUST-1877,Female,0,No,Yes,31,Yes,DSL,Two year,No,Mailed check,117.92,3525.14,Yes,Yes,Yes,No,No,Yes,No,0
CUST-1878,Female,0,Yes,Yes,37,Yes,Fiber optic,Month-to-month,Yes,Electronic check,107.77,4255.01,No,Yes,No,No,Yes,No,No,0
CUST-1879,Male,0,No,No,31,No,No,One year,Yes,Credit card (automatic),22.58,810.84,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1880,Female,0,Yes,Yes,56,Yes,Fiber optic,One year,No,Bank transfer (automatic),104.86,6125.1,Yes,No,Yes,No,Yes,Yes,No,1
CUST-1881,Female,0,No,No,47,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),32.16,1667.67,No,No,Yes,Yes,Yes,Yes,No,0
CUST-1882,Male,0,No,No,29,Yes,No,Month-to-month,No,Bank transfer (automatic),42.27,1155.12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1883,Male,0,Yes,No,70,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),86.67,5777.49,No,No,Yes,No,No,No,Yes,0
CUST-1884,Male,0,Yes,No,37,No,Fiber optic,Two year,Yes,Electronic check,91.64,2909.29,No phone service,Yes,Yes,Yes,No,No,No,0
CUST-1885,Female,0,Yes,No,43,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),69.08,3358.88,No,No,No,Yes,No,No,Yes,0
CUST-1886,Female,1,No,No,25,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),115.51,3160.62,No,Yes,Yes,No,No,No,Yes,1
CUST-1887,Female,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),67.46,77.57,No,Yes,No,Yes,Yes,No,No,1
CUST-1888,Male,0,No,No,42,Yes,Fiber optic,Month-to-month,No,Mailed check,44.22,1933.47,No,Yes,Yes,No,Yes,No,No,0
CUST-1889,Male,0,No,No,42,Yes,Fiber optic,Two year,Yes,Electronic check,19.16,921.02,Yes,No,Yes,No,No,No,Yes,0
CUST-1890,Female,0,No,Yes,62,Yes,Fiber optic,One year,No,Mailed check,105.41,6535.08,Yes,No,No,No,Yes,No,No,0
CUST-1891,Female,0,Yes,No,72,Yes,DSL,Month-to-month,No,Mailed check,57.98,3560.13,No,No,Yes,No,Yes,No,No,0
CUST-1892,Male,0,Yes,No,57,Yes,No,Month-to-month,Yes,Electronic check,96.9,5687.38,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1893,Male,0,No,No,47,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),96.02,4879.48,Yes,Yes,No,Yes,No,No,Yes,1
CUST-1894,Male,0,No,No,4,Yes,No,Month-to-month,No,Bank transfer (automatic),22.63,74.81,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1895,Male,0,No,No,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.82,3673.5,No,No,No,No,Yes,Yes,No,1
CUST-1896,Female,0,No,No,15,Yes,DSL,Two year,Yes,Electronic check,47.31,763.0,Yes,No,No,Yes,No,Yes,No,0
CUST-1897,Male,1,No,No,48,No,Fiber optic,Two year,Yes,Bank transfer (automatic),102.79,5058.5,No phone service,No,No,Yes,Yes,No,No,0
CUST-1898,Female,0,No,No,59,Yes,Fiber optic,Two year,No,Electronic check,67.71,4352.81,No,No,Yes,No,Yes,No,Yes,0
CUST-1899,Female,0,No,No,50,Yes,Fiber optic,One year,Yes,Credit card (automatic),77.7,3967.64,No,Yes,Yes,No,No,No,Yes,0
CUST-1900,Female,0,Yes,No,58,Yes,No,Two year,Yes,Electronic check,28.44,1759.75,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1901,Male,0,No,No,63,Yes,DSL,One year,Yes,Credit card (automatic),56.37,3516.55,Yes,Yes,No,No,Yes,No,No,0
CUST-1902,Male,0,Yes,Yes,12,Yes,Fiber optic,Two year,Yes,Credit card (automatic),115.82,1354.41,Yes,No,Yes,No,No,Yes,Yes,0
CUST-1903,Male,0,Yes,No,25,Yes,DSL,One year,Yes,Credit card (automatic),111.3,2821.97,No,No,Yes,No,Yes,Yes,No,0
CUST-1904,Male,0,No,No,69,Yes,No,Two year,Yes,Electronic check,118.17,9505.73,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1905,Female,0,Yes,Yes,2,Yes,DSL,Month-to-month,No,Electronic check,69.53,133.49,No,No,No,No,Yes,No,Yes,0
CUST-1906,Male,0,Yes,Yes,11,Yes,DSL,One year,Yes,Electronic check,100.49,1315.56,No,No,Yes,No,Yes,No,No,0
CUST-1907,Male,0,Yes,Yes,40,Yes,DSL,Month-to-month,Yes,Credit card (automatic),63.98,2311.43,No,No,Yes,Yes,Yes,No,No,0
CUST-1908,Female,1,No,No,64,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),112.86,6948.18,No,No,No,Yes,Yes,Yes,Yes,0
CUST-1909,Male,0,No,No,62,Yes,Fiber optic,Month-to-month,Yes,Electronic check,117.34,8130.2,No,No,No,Yes,Yes,Yes,No,1
CUST-1910,Female,0,No,Yes,49,Yes,Fiber optic,Month-to-month,Yes,Electronic check,106.47,6172.16,No,No,Yes,No,Yes,No,Yes,1
CUST-1911,Female,0,Yes,No,46,Yes,DSL,One year,Yes,Mailed check,80.68,4235.8,No,No,No,No,No,No,Yes,0
CUST-1912,Female,0,Yes,No,7,Yes,DSL,One year,No,Electronic check,117.64,980.14,No,Yes,No,Yes,No,Yes,No,1
CUST-1913,Female,1,Yes,Yes,30,Yes,Fiber optic,Month-to-month,Yes,Mailed check,117.12,3938.95,Yes,Yes,Yes,Yes,Yes,No,No,0
CUST-1914,Female,0,Yes,Yes,10,No,Fiber optic,One year,No,Credit card (automatic),66.0,670.95,No phone service,No,Yes,Yes,No,Yes,No,1
CUST-1915,Female,0,No,No,16,Yes,Fiber optic,Two year,No,Mailed check,48.78,852.08,Yes,No,Yes,Yes,Yes,Yes,No,0
CUST-1916,Female,0,Yes,Yes,26,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),37.09,833.45,Yes,No,Yes,No,Yes,Yes,Yes,0
CUST-1917,Female,0,Yes,Yes,26,Yes,No,Month-to-month,Yes,Electronic check,86.29,2450.29,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1918,Male,0,Yes,No,55,Yes,DSL,One year,No,Electronic check,21.75,1275.14,Yes,Yes,Yes,No,Yes,No,Yes,0
CUST-1919,Male,0,Yes,No,68,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.01,6456.15,Yes,No,Yes,No,No,Yes,No,0
CUST-1920,Male,1,Yes,No,46,Yes,DSL,Month-to-month,Yes,Credit card (automatic),23.41,1058.1,Yes,Yes,No,No,No,No,No,0
CUST-1921,Male,0,No,No,18,Yes,Fiber optic,Month-to-month,No,Mailed check,44.92,918.63,Yes,Yes,Yes,Yes,No,No,No,0
CUST-1922,Female,0,No,No,56,Yes,Fiber optic,Two year,Yes,Electronic check,68.3,3266.78,Yes,No,Yes,No,No,No,No,0
CUST-1923,Male,0,No,Yes,30,Yes,Fiber optic,One year,Yes,Electronic check,28.04,844.61,No,Yes,No,No,No,No,No,0
CUST-1924,Female,0,No,Yes,15,Yes,No,One year,Yes,Bank transfer (automatic),21.9,322.22,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1925,Male,0,Yes,No,44,Yes,Fiber optic,Month-to-month,Yes,Electronic check,66.47,2776.52,No,No,No,Yes,Yes,No,No,1
CUST-1926,Male,0,No,No,26,No,Fiber optic,Month-to-month,Yes,Electronic check,107.37,3123.65,No phone service,No,No,No,Yes,No,No,0
CUST-1927,Male,1,No,No,60,Yes,No,Two year,Yes,Electronic check,59.29,3708.13,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1928,Female,0,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Yes,Mailed check,38.38,1042.09,No,Yes,No,Yes,No,No,Yes,1
CUST-1929,Male,0,No,Yes,28,Yes,Fiber optic,Month-to-month,Yes,Mailed check,59.29,1433.21,Yes,No,Yes,Yes,No,Yes,No,1
CUST-1930,Female,0,No,Yes,43,Yes,No,Month-to-month,Yes,Electronic check,90.87,4215.62,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1931,Female,0,Yes,No,28,Yes,No,Month-to-month,Yes,Electronic check,22.41,720.22,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
CUST-1932,Male,0,No,Yes,1,Yes,No,Month-to-month,Yes,Mailed check,21.34,23.64,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1933,Male,0,No,No,5,Yes,Fiber optic,Month-to-month,Yes,Mailed check,64.76,372.52,Yes,Yes,No,Yes,No,No,No,1
CUST-1934,Male,0,No,No,8,Yes,Fiber optic,Two year,Yes,Mailed check,86.26,678.01,No,Yes,Yes,No,No,Yes,Yes,0
CUST-1935,Female,0,No,Yes,14,Yes,No,One year,No,Electronic check,79.93,1293.61,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1936,Male,1,Yes,Yes,57,Yes,DSL,One year,Yes,Credit card (automatic),82.35,4445.03,Yes,No,No,Yes,Yes,Yes,No,1
CUST-1937,Female,1,Yes,No,1,Yes,No,One year,Yes,Mailed check,34.9,37.58,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1938,Female,0,No,Yes,2,Yes,No,Two year,Yes,Bank transfer (automatic),72.39,135.79,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1939,Male,0,No,Yes,51,Yes,No,Two year,No,Credit card (automatic),56.23,2677.53,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
CUST-1940,Male,0,No,Yes,54,Yes,DSL,Month-to-month,Yes,Credit card (automatic),29.35,1443.07,Yes,Yes,Yes,No,Yes,No,No,1
